,measure,sex,age,cause,year,val.Number,val.Percent
114922,Prevalence,Both,20 to 24,Chronic kidney disease,2017,59269.5798837,0.0165845005
114926,Prevalence,Male,25 to 29,Chronic kidney disease,2017,42282.0579719,0.023237126
114927,Prevalence,Female,25 to 29,Chronic kidney disease,2017,63208.9342884,0.0331268592
114928,Prevalence,Both,25 to 29,Chronic kidney disease,2017,105490.99226,0.0282991345
114932,Prevalence,Male,30 to 34,Chronic kidney disease,2017,61135.5707592,0.0321657741
114933,Prevalence,Female,30 to 34,Chronic kidney disease,2017,92687.6537989,0.0460079929
114934,Prevalence,Both,30 to 34,Chronic kidney disease,2017,153823.224558,0.0392882769
114938,Prevalence,Male,35 to 39,Chronic kidney disease,2017,79166.8619638,0.0403428222
114939,Prevalence,Female,35 to 39,Chronic kidney disease,2017,110151.386577,0.0536723941
114940,Prevalence,Both,35 to 39,Chronic kidney disease,2017,189318.248541,0.0471567435
114944,Prevalence,Male,40 to 44,Chronic kidney disease,2017,95521.004608,0.0463570726
114945,Prevalence,Female,40 to 44,Chronic kidney disease,2017,122741.8323,0.0579464461
114946,Prevalence,Both,40 to 44,Chronic kidney disease,2017,218262.836908,0.0522314994
114950,Prevalence,Male,45 to 49,Chronic kidney disease,2017,111726.075925,0.0518561096
114951,Prevalence,Female,45 to 49,Chronic kidney disease,2017,142893.627582,0.0642919695
114952,Prevalence,Both,45 to 49,Chronic kidney disease,2017,254619.703507,0.0581705904
114956,Prevalence,Male,50 to 54,Chronic kidney disease,2017,129571.204295,0.0609257516
114957,Prevalence,Female,50 to 54,Chronic kidney disease,2017,168845.135032,0.0762493365
114958,Prevalence,Both,50 to 54,Chronic kidney disease,2017,298416.339327,0.0687422717
114962,Prevalence,Male,55 to 59,Chronic kidney disease,2017,157387.495919,0.078238301
114963,Prevalence,Female,55 to 59,Chronic kidney disease,2017,207131.492541,0.0972574362
114964,Prevalence,Both,55 to 59,Chronic kidney disease,2017,364518.98846,0.0880189276
114968,Prevalence,Male,60 to 64,Chronic kidney disease,2017,199926.748387,0.1056901902
114969,Prevalence,Female,60 to 64,Chronic kidney disease,2017,266640.978305,0.1293924357
114970,Prevalence,Both,60 to 64,Chronic kidney disease,2017,466567.726692,0.1180482835
114974,Prevalence,Male,65 to 69,Chronic kidney disease,2017,264691.322866,0.1465513872
114975,Prevalence,Female,65 to 69,Chronic kidney disease,2017,353501.639006,0.1761293041
114976,Prevalence,Both,65 to 69,Chronic kidney disease,2017,618192.961872,0.1621196311
114980,Prevalence,Male,70 to 74,Chronic kidney disease,2017,260699.984082,0.2028373775
114981,Prevalence,Female,70 to 74,Chronic kidney disease,2017,369112.951347,0.2494209898
114982,Prevalence,Both,70 to 74,Chronic kidney disease,2017,629812.935429,0.2277685171
114986,Prevalence,Male,75 to 79,Chronic kidney disease,2017,260965.430092,0.2759386852
114987,Prevalence,Female,75 to 79,Chronic kidney disease,2017,429151.954799,0.357898269
114988,Prevalence,Both,75 to 79,Chronic kidney disease,2017,690117.384891,0.3217591463
114992,Prevalence,Male,80 plus,Chronic kidney disease,2017,567812.243146,0.4052849895
114993,Prevalence,Female,80 plus,Chronic kidney disease,2017,1404652.88373,0.5531845951
114994,Prevalence,Both,80 plus,Chronic kidney disease,2017,1972465.12687,0.5005962826
114998,Prevalence,Male,All Ages,Chronic kidney disease,2017,2283440.42049,0.077589385
114999,Prevalence,Female,All Ages,Chronic kidney disease,2017,3794523.20894,0.1181483805
115000,Prevalence,Both,All Ages,Chronic kidney disease,2017,6077963.62943,0.0987541057
115004,Prevalence,Male,5-14 years,Chronic kidney disease,2017,11269.266594,0.0033547109
115005,Prevalence,Female,5-14 years,Chronic kidney disease,2017,11882.2560131,0.003539394
115006,Prevalence,Both,5-14 years,Chronic kidney disease,2017,23151.5226071,0.0034469218
115010,Prevalence,Male,15-49 years,Chronic kidney disease,2017,429506.217094,0.0317574698
115011,Prevalence,Female,15-49 years,Chronic kidney disease,2017,581917.861968,0.0416155293
115012,Prevalence,Both,15-49 years,Chronic kidney disease,2017,1011424.07906,0.0367686016
115016,Prevalence,Male,50-69 years,Chronic kidney disease,2017,751576.771466,0.0959123125
115017,Prevalence,Female,50-69 years,Chronic kidney disease,2017,996119.244885,0.1184184131
115018,Prevalence,Both,50-69 years,Chronic kidney disease,2017,1747696.01635,0.1075641363
115022,Prevalence,Male,70+ years,Chronic kidney disease,2017,1089477.65732,0.299964681
115023,Prevalence,Female,70+ years,Chronic kidney disease,2017,2202917.78987,0.4221624545
115024,Prevalence,Both,70+ years,Chronic kidney disease,2017,3292395.44719,0.3720139197
115028,Prevalence,Male,Age-standardized,Chronic kidney disease,2017,NA,0.0510052973
115029,Prevalence,Female,Age-standardized,Chronic kidney disease,2017,NA,0.0635615402
115030,Prevalence,Both,Age-standardized,Chronic kidney disease,2017,NA,0.0580124118
115031,Prevalence,Male,<1 year,Chronic kidney disease,2017,81.6780893349,0.0005913719
115032,Prevalence,Female,<1 year,Chronic kidney disease,2017,84.7922855078,0.0005588964
115033,Prevalence,Both,<1 year,Chronic kidney disease,2017,166.470374843,0.0005740733
115037,Prevalence,Male,80 to 84,Chronic kidney disease,2017,268842.518823,0.3601948269
115038,Prevalence,Female,80 to 84,Chronic kidney disease,2017,533214.314248,0.4767867754
115039,Prevalence,Both,80 to 84,Chronic kidney disease,2017,802056.833071,0.4301194826
115043,Prevalence,Male,85 to 89,Chronic kidney disease,2017,195878.607656,0.4348739666
115044,Prevalence,Female,85 to 89,Chronic kidney disease,2017,488709.869906,0.5730652373
115045,Prevalence,Both,85 to 89,Chronic kidney disease,2017,684588.477562,0.525303049
115049,Prevalence,Male,90 to 94,Chronic kidney disease,2017,86369.3562935,0.4963400364
115050,Prevalence,Female,90 to 94,Chronic kidney disease,2017,295970.918515,0.6565696872
115051,Prevalence,Both,90 to 94,Chronic kidney disease,2017,382340.274808,0.6119439773
115055,Prevalence,Male,<20 years,Chronic kidney disease,2017,27080.5323981,0.0043014375
115056,Prevalence,Female,<20 years,Chronic kidney disease,2017,30007.0478245,0.0047155786
115057,Prevalence,Both,<20 years,Chronic kidney disease,2017,57087.5802226,0.0045095508
115061,Prevalence,Male,10 to 24,Chronic kidney disease,2017,46898.7083407,0.0087585913
115062,Prevalence,Female,10 to 24,Chronic kidney disease,2017,57917.2890766,0.0107332353
115063,Prevalence,Both,10 to 24,Chronic kidney disease,2017,104815.997417,0.0097496037
115067,Prevalence,Male,95 plus,Chronic kidney disease,2017,16721.7603731,0.5536963485
115068,Prevalence,Female,95 plus,Chronic kidney disease,2017,86757.7810593,0.7397549342
115069,Prevalence,Both,95 plus,Chronic kidney disease,2017,103479.541432,0.7016546158
115073,Prevalence,Male,<70 years,Chronic kidney disease,2017,1193962.76317,0.0462816762
115074,Prevalence,Female,<70 years,Chronic kidney disease,2017,1591605.41907,0.0591707935
115075,Prevalence,Both,<70 years,Chronic kidney disease,2017,2785568.18223,0.0528607759
144415,Prevalence,Male,Under 5,All causes,2017,1076887.07375,1
144416,Prevalence,Female,Under 5,All causes,2017,1145785.78712,1
144417,Prevalence,Both,Under 5,All causes,2017,2222672.86087,1
144421,Prevalence,Male,Early Neonatal,All causes,2017,2201.1887545,1
144422,Prevalence,Female,Early Neonatal,All causes,2017,2565.52031527,1
144423,Prevalence,Both,Early Neonatal,All causes,2017,4766.70906977,1
144427,Prevalence,Male,Late Neonatal,All causes,2017,6983.08859615,1
144428,Prevalence,Female,Late Neonatal,All causes,2017,7795.4549052,1
144429,Prevalence,Both,Late Neonatal,All causes,2017,14778.5435014,1
144433,Prevalence,Male,Post Neonatal,All causes,2017,129207.775199,1
144434,Prevalence,Female,Post Neonatal,All causes,2017,141556.980037,1
144435,Prevalence,Both,Post Neonatal,All causes,2017,270764.755236,1
144439,Prevalence,Male,1 to 4,All causes,2017,938495.021204,1
144440,Prevalence,Female,1 to 4,All causes,2017,993867.831859,1
144441,Prevalence,Both,1 to 4,All causes,2017,1932362.85306,1
144445,Prevalence,Male,5 to 9,All causes,2017,1632199.1038,1
144446,Prevalence,Female,5 to 9,All causes,2017,1629093.73863,1
144447,Prevalence,Both,5 to 9,All causes,2017,3261292.84243,1
144451,Prevalence,Male,10 to 14,All causes,2017,1728441.86197,1
144452,Prevalence,Female,10 to 14,All causes,2017,1728883.25276,1
144453,Prevalence,Both,10 to 14,All causes,2017,3457325.11473,1
144457,Prevalence,Male,15 to 19,All causes,2017,1859982.33507,1
144458,Prevalence,Female,15 to 19,All causes,2017,1860657.97649,1
144459,Prevalence,Both,15 to 19,All causes,2017,3720640.31156,1
144463,Prevalence,Male,20 to 24,All causes,2017,1767079.95074,1
144464,Prevalence,Female,20 to 24,All causes,2017,1806834.9985,1
144465,Prevalence,Both,20 to 24,All causes,2017,3573914.94924,1
144469,Prevalence,Male,25 to 29,All causes,2017,1819720.94569,1
144470,Prevalence,Female,25 to 29,All causes,2017,1908084.55766,1
144471,Prevalence,Both,25 to 29,All causes,2017,3727805.50335,1
144475,Prevalence,Male,30 to 34,All causes,2017,1900555.95406,1
144476,Prevalence,Female,30 to 34,All causes,2017,2014546.49051,1
144477,Prevalence,Both,30 to 34,All causes,2017,3915102.44457,1
144481,Prevalence,Male,35 to 39,All causes,2017,1962352.49345,1
144482,Prevalence,Female,35 to 39,All causes,2017,2052291.94258,1
144483,Prevalence,Both,35 to 39,All causes,2017,4014644.43602,1
144487,Prevalence,Male,40 to 44,All causes,2017,2060494.20607,1
144488,Prevalence,Female,40 to 44,All causes,2017,2118168.37229,1
144489,Prevalence,Both,40 to 44,All causes,2017,4178662.57836,1
144493,Prevalence,Male,45 to 49,All causes,2017,2154486.34785,1
144494,Prevalence,Female,45 to 49,All causes,2017,2222546.10868,1
144495,Prevalence,Both,45 to 49,All causes,2017,4377032.45653,1
144499,Prevalence,Male,50 to 54,All causes,2017,2126677.61432,1
144500,Prevalence,Female,50 to 54,All causes,2017,2214362.58006,1
144501,Prevalence,Both,50 to 54,All causes,2017,4341040.19438,1
144505,Prevalence,Male,55 to 59,All causes,2017,2011648.17629,1
144506,Prevalence,Female,55 to 59,All causes,2017,2129716.56156,1
144507,Prevalence,Both,55 to 59,All causes,2017,4141364.73785,1
144511,Prevalence,Male,60 to 64,All causes,2017,1891625.73364,1
144512,Prevalence,Female,60 to 64,All causes,2017,2060713.60844,1
144513,Prevalence,Both,60 to 64,All causes,2017,3952339.34209,1
144517,Prevalence,Male,65 to 69,All causes,2017,1806123.85417,1
144518,Prevalence,Female,65 to 69,All causes,2017,2007054.74341,1
144519,Prevalence,Both,65 to 69,All causes,2017,3813178.59758,1
144523,Prevalence,Male,70 to 74,All causes,2017,1285262.52744,1
144524,Prevalence,Female,70 to 74,All causes,2017,1479874.12429,1
144525,Prevalence,Both,70 to 74,All causes,2017,2765136.65173,1
144529,Prevalence,Male,75 to 79,All causes,2017,945735.726845,1
144530,Prevalence,Female,75 to 79,All causes,2017,1199087.19502,1
144531,Prevalence,Both,75 to 79,All causes,2017,2144822.92187,1
144535,Prevalence,Male,80 plus,All causes,2017,1401018.44404,1
144536,Prevalence,Female,80 plus,All causes,2017,2539207.77225,1
144537,Prevalence,Both,80 plus,All causes,2017,3940226.21629,1
144541,Prevalence,Male,All Ages,All causes,2017,29430292.3492,1
144542,Prevalence,Female,All Ages,All causes,2017,32116909.8102,1
144543,Prevalence,Both,All Ages,All causes,2017,61547202.1594,1
144547,Prevalence,Male,5-14 years,All causes,2017,3360640.96577,1
144548,Prevalence,Female,5-14 years,All causes,2017,3357976.99139,1
144549,Prevalence,Both,5-14 years,All causes,2017,6718617.95716,1
144553,Prevalence,Male,15-49 years,All causes,2017,13524672.2329,1
144554,Prevalence,Female,15-49 years,All causes,2017,13983130.4467,1
144555,Prevalence,Both,15-49 years,All causes,2017,27507802.6796,1
144559,Prevalence,Male,50-69 years,All causes,2017,7836075.37843,1
144560,Prevalence,Female,50-69 years,All causes,2017,8411847.49346,1
144561,Prevalence,Both,50-69 years,All causes,2017,16247922.8719,1
144565,Prevalence,Male,70+ years,All causes,2017,3632016.69833,1
144566,Prevalence,Female,70+ years,All causes,2017,5218169.09156,1
144567,Prevalence,Both,70+ years,All causes,2017,8850185.78989,1
144571,Prevalence,Male,Age-standardized,All causes,2017,NA,1
144572,Prevalence,Female,Age-standardized,All causes,2017,NA,1
144573,Prevalence,Both,Age-standardized,All causes,2017,NA,1
144574,Prevalence,Male,<1 year,All causes,2017,138392.052549,1
144575,Prevalence,Female,<1 year,All causes,2017,151917.955258,1
144576,Prevalence,Both,<1 year,All causes,2017,290310.007807,1
144580,Prevalence,Male,80 to 84,All causes,2017,746380.079053,1
144581,Prevalence,Female,80 to 84,All causes,2017,1118347.12766,1
144582,Prevalence,Both,80 to 84,All causes,2017,1864727.20672,1
144586,Prevalence,Male,85 to 89,All causes,2017,450425.736606,1
144587,Prevalence,Female,85 to 89,All causes,2017,852798.34842,1
144588,Prevalence,Both,85 to 89,All causes,2017,1303224.08503,1
144592,Prevalence,Male,90 to 94,All causes,2017,174012.414466,1
144593,Prevalence,Female,90 to 94,All causes,2017,450783.293182,1
144594,Prevalence,Both,90 to 94,All causes,2017,624795.707648,1
144598,Prevalence,Male,<20 years,All causes,2017,6297510.3746,1
144599,Prevalence,Female,<20 years,All causes,2017,6364420.75499,1
144600,Prevalence,Both,<20 years,All causes,2017,12661931.1296,1
144604,Prevalence,Male,10 to 24,All causes,2017,5355504.14779,1
144605,Prevalence,Female,10 to 24,All causes,2017,5396376.22775,1
144606,Prevalence,Both,10 to 24,All causes,2017,10751880.3755,1
144610,Prevalence,Male,95 plus,All causes,2017,30200.2139164,1
144611,Prevalence,Female,95 plus,All causes,2017,117279.002984,1
144612,Prevalence,Both,95 plus,All causes,2017,147479.216901,1
144616,Prevalence,Male,<70 years,All causes,2017,25798275.6509,1
144617,Prevalence,Female,<70 years,All causes,2017,26898740.7187,1
144618,Prevalence,Both,<70 years,All causes,2017,52697016.3695,1
199215,Prevalence,Male,Under 5,HIV/AIDS,2017,8.6385088365,8.03674165446e-06
199216,Prevalence,Female,Under 5,HIV/AIDS,2017,8.4991823449,7.42557807952e-06
199217,Prevalence,Both,Under 5,HIV/AIDS,2017,17.1376911814,7.72089500749e-06
199221,Prevalence,Male,Early Neonatal,HIV/AIDS,2017,0.0317163569,1.45447777519e-05
199222,Prevalence,Female,Early Neonatal,HIV/AIDS,2017,0.0311693612,1.22260376803e-05
199223,Prevalence,Both,Early Neonatal,HIV/AIDS,2017,0.0628857181,1.32495862401e-05
199227,Prevalence,Male,Late Neonatal,HIV/AIDS,2017,0.0950811655,1.36696512402e-05
199228,Prevalence,Female,Late Neonatal,HIV/AIDS,2017,0.0934612805,1.20066708045e-05
199229,Prevalence,Both,Late Neonatal,HIV/AIDS,2017,0.188542446,1.27801531427e-05
199233,Prevalence,Male,Post Neonatal,HIV/AIDS,2017,1.536631613,1.19218784346e-05
199234,Prevalence,Female,Post Neonatal,HIV/AIDS,2017,1.5107316045,1.06824807283e-05
199235,Prevalence,Both,Post Neonatal,HIV/AIDS,2017,3.0473632175,1.12674830769e-05
199239,Prevalence,Male,1 to 4,HIV/AIDS,2017,6.975079701,7.44908122189e-06
199240,Prevalence,Female,1 to 4,HIV/AIDS,2017,6.8638200987,6.9154131209e-06
199241,Prevalence,Both,1 to 4,HIV/AIDS,2017,13.8388997998,7.17380250737e-06
199245,Prevalence,Male,5 to 9,HIV/AIDS,2017,12.9523323655,7.93862354155e-06
199246,Prevalence,Female,5 to 9,HIV/AIDS,2017,12.8815382756,7.91003589668e-06
199247,Prevalence,Both,5 to 9,HIV/AIDS,2017,25.8338706411,7.92378582721e-06
199251,Prevalence,Male,10 to 14,HIV/AIDS,2017,22.9807594081,1.33021840164e-05
199252,Prevalence,Female,10 to 14,HIV/AIDS,2017,22.5311271347,1.30348079623e-05
199253,Prevalence,Both,10 to 14,HIV/AIDS,2017,45.5118865428,1.31679810179e-05
199257,Prevalence,Male,15 to 19,HIV/AIDS,2017,329.478868308,0.000177163
199258,Prevalence,Female,15 to 19,HIV/AIDS,2017,266.427012512,0.0001432014
199259,Prevalence,Both,15 to 19,HIV/AIDS,2017,595.90588082,0.0001601771
199263,Prevalence,Male,20 to 24,HIV/AIDS,2017,803.013927065,0.0004544695
199264,Prevalence,Female,20 to 24,HIV/AIDS,2017,610.572408306,0.0003379293
199265,Prevalence,Both,20 to 24,HIV/AIDS,2017,1413.58633537,0.0003955423
199269,Prevalence,Male,25 to 29,HIV/AIDS,2017,1776.83067539,0.0009765168
199270,Prevalence,Female,25 to 29,HIV/AIDS,2017,1443.33916837,0.0007564302
199271,Prevalence,Both,25 to 29,HIV/AIDS,2017,3220.16984377,0.0008638488
199275,Prevalence,Male,30 to 34,HIV/AIDS,2017,3297.56233781,0.001735455
199276,Prevalence,Female,30 to 34,HIV/AIDS,2017,2436.72387268,0.0012096235
199277,Prevalence,Both,30 to 34,HIV/AIDS,2017,5734.28621049,0.0014648553
199281,Prevalence,Male,35 to 39,HIV/AIDS,2017,5480.90366854,0.0027932146
199282,Prevalence,Female,35 to 39,HIV/AIDS,2017,3283.97172824,0.0016001192
199283,Prevalence,Both,35 to 39,HIV/AIDS,2017,8764.87539678,0.0021832414
199287,Prevalence,Male,40 to 44,HIV/AIDS,2017,8223.65315469,0.0039912276
199288,Prevalence,Female,40 to 44,HIV/AIDS,2017,4082.8048302,0.0019275469
199289,Prevalence,Both,40 to 44,HIV/AIDS,2017,12306.4579849,0.0029451254
199293,Prevalence,Male,45 to 49,HIV/AIDS,2017,11739.3318272,0.0054488902
199294,Prevalence,Female,45 to 49,HIV/AIDS,2017,4597.36884835,0.0020685179
199295,Prevalence,Both,45 to 49,HIV/AIDS,2017,16336.7006756,0.0037324146
199299,Prevalence,Male,50 to 54,HIV/AIDS,2017,15743.3357562,0.0074029245
199300,Prevalence,Female,50 to 54,HIV/AIDS,2017,4731.73372087,0.0021368397
199301,Prevalence,Both,50 to 54,HIV/AIDS,2017,20475.0694771,0.0047166767
199305,Prevalence,Male,55 to 59,HIV/AIDS,2017,13507.8039774,0.0067149696
199306,Prevalence,Female,55 to 59,HIV/AIDS,2017,3312.22698194,0.0015552638
199307,Prevalence,Both,55 to 59,HIV/AIDS,2017,16820.0309593,0.0040615513
199311,Prevalence,Male,60 to 64,HIV/AIDS,2017,8032.3743844,0.0042463035
199312,Prevalence,Female,60 to 64,HIV/AIDS,2017,1863.67232469,0.0009043902
199313,Prevalence,Both,60 to 64,HIV/AIDS,2017,9896.04670909,0.0025038733
199317,Prevalence,Male,65 to 69,HIV/AIDS,2017,5084.50416614,0.0028151525
199318,Prevalence,Female,65 to 69,HIV/AIDS,2017,1182.12157138,0.000588982
199319,Prevalence,Both,65 to 69,HIV/AIDS,2017,6266.62573752,0.0016434146
199323,Prevalence,Male,70 to 74,HIV/AIDS,2017,2553.16414033,0.0019864902
199324,Prevalence,Female,70 to 74,HIV/AIDS,2017,593.722524189,0.0004011967
199325,Prevalence,Both,70 to 74,HIV/AIDS,2017,3146.88666452,0.0011380577
199329,Prevalence,Male,75 to 79,HIV/AIDS,2017,1395.77206523,0.0014758516
199330,Prevalence,Female,75 to 79,HIV/AIDS,2017,361.911551777,0.0003018216
199331,Prevalence,Both,75 to 79,HIV/AIDS,2017,1757.68361701,0.0008194978
199335,Prevalence,Male,80 plus,HIV/AIDS,2017,531.860376307,0.0003796243
199336,Prevalence,Female,80 plus,HIV/AIDS,2017,258.279814162,0.0001017167
199337,Prevalence,Both,80 plus,HIV/AIDS,2017,790.140190469,0.0002005319
199341,Prevalence,Male,All Ages,HIV/AIDS,2017,78544.1609256,0.0026688305
199342,Prevalence,Female,All Ages,HIV/AIDS,2017,29068.7882054,0.0009050931
199343,Prevalence,Both,All Ages,HIV/AIDS,2017,107612.949131,0.0017484624
199347,Prevalence,Male,5-14 years,HIV/AIDS,2017,35.9330917736,1.06944431626e-05
199348,Prevalence,Female,5-14 years,HIV/AIDS,2017,35.4126654103,1.05470971408e-05
199349,Prevalence,Both,5-14 years,HIV/AIDS,2017,71.3457571839,1.0620447462e-05
199353,Prevalence,Male,15-49 years,HIV/AIDS,2017,31650.774459,0.0023402981
199354,Prevalence,Female,15-49 years,HIV/AIDS,2017,16721.2078687,0.0011958158
199355,Prevalence,Both,15-49 years,HIV/AIDS,2017,48371.9823277,0.0017585091
199359,Prevalence,Male,50-69 years,HIV/AIDS,2017,42368.0182841,0.0054068498
199360,Prevalence,Female,50-69 years,HIV/AIDS,2017,11089.7545989,0.0013183554
199361,Prevalence,Both,50-69 years,HIV/AIDS,2017,53457.772883,0.0032901604
199365,Prevalence,Male,70+ years,HIV/AIDS,2017,4480.79658187,0.0012336923
199366,Prevalence,Female,70+ years,HIV/AIDS,2017,1213.91389013,0.0002326319
199367,Prevalence,Both,70+ years,HIV/AIDS,2017,5694.710472,0.0006434563
199371,Prevalence,Male,Age-standardized,HIV/AIDS,2017,NA,0.0021360258
199372,Prevalence,Female,Age-standardized,HIV/AIDS,2017,NA,0.0008212969
199373,Prevalence,Both,Age-standardized,HIV/AIDS,2017,NA,0.0014528195
199374,Prevalence,Male,<1 year,HIV/AIDS,2017,1.6634291354,1.20499700861e-05
199375,Prevalence,Female,<1 year,HIV/AIDS,2017,1.6353622462,1.07751045978e-05
199376,Prevalence,Both,<1 year,HIV/AIDS,2017,3.2987913816,1.13761520417e-05
199380,Prevalence,Male,80 to 84,HIV/AIDS,2017,283.369272863,0.0003796585
199381,Prevalence,Female,80 to 84,HIV/AIDS,2017,113.77159355,0.000101732
199382,Prevalence,Both,80 to 84,HIV/AIDS,2017,397.140866413,0.0002129756
199386,Prevalence,Male,85 to 89,HIV/AIDS,2017,170.979337462,0.000379595
199387,Prevalence,Female,85 to 89,HIV/AIDS,2017,86.7382031904,0.0001017101
199388,Prevalence,Both,85 to 89,HIV/AIDS,2017,257.717540652,0.000197754
199392,Prevalence,Male,90 to 94,HIV/AIDS,2017,66.0492358336,0.000379566
199393,Prevalence,Female,90 to 94,HIV/AIDS,2017,45.8439525087,0.0001016983
199394,Prevalence,Both,90 to 94,HIV/AIDS,2017,111.893188342,0.0001790876
199398,Prevalence,Male,<20 years,HIV/AIDS,2017,374.050468918,5.94041680914e-05
199399,Prevalence,Female,<20 years,HIV/AIDS,2017,310.338860268,4.87651447267e-05
199400,Prevalence,Both,<20 years,HIV/AIDS,2017,684.389329185,5.40556320037e-05
199404,Prevalence,Male,10 to 24,HIV/AIDS,2017,1155.47355478,0.0002157763
199405,Prevalence,Female,10 to 24,HIV/AIDS,2017,899.530547954,0.0001666989
199406,Prevalence,Both,10 to 24,HIV/AIDS,2017,2055.00410273,0.000191144
199410,Prevalence,Male,95 plus,HIV/AIDS,2017,11.4625301487,0.0003795511
199411,Prevalence,Female,95 plus,HIV/AIDS,2017,11.9260649133,0.0001016897
199412,Prevalence,Both,95 plus,HIV/AIDS,2017,23.388595062,0.0001585891
199416,Prevalence,Male,<70 years,HIV/AIDS,2017,74063.3643437,0.0028708895
199417,Prevalence,Female,<70 years,HIV/AIDS,2017,27854.8743153,0.0010355476
199418,Prevalence,Both,<70 years,HIV/AIDS,2017,101918.238659,0.0019340478
278481,Prevalence,Male,Under 5,Diabetes and kidney diseases,2017,980.1946293,0.000911701
278482,Prevalence,Female,Under 5,Diabetes and kidney diseases,2017,1084.92548731,0.0009484726
278483,Prevalence,Both,Under 5,Diabetes and kidney diseases,2017,2065.12011661,0.0009304247
278487,Prevalence,Male,Early Neonatal,Diabetes and kidney diseases,2017,0,0
278488,Prevalence,Female,Early Neonatal,Diabetes and kidney diseases,2017,0,0
278489,Prevalence,Both,Early Neonatal,Diabetes and kidney diseases,2017,0,0
278493,Prevalence,Male,Late Neonatal,Diabetes and kidney diseases,2017,0,0
278494,Prevalence,Female,Late Neonatal,Diabetes and kidney diseases,2017,0,0
278495,Prevalence,Both,Late Neonatal,Diabetes and kidney diseases,2017,0,0
278499,Prevalence,Male,Post Neonatal,Diabetes and kidney diseases,2017,0,0
278500,Prevalence,Female,Post Neonatal,Diabetes and kidney diseases,2017,37.002362766,0.0002630109
278501,Prevalence,Both,Post Neonatal,Diabetes and kidney diseases,2017,37.002362766,0.0001372577
278505,Prevalence,Male,1 to 4,Diabetes and kidney diseases,2017,980.1946293,0.001046576
278506,Prevalence,Female,1 to 4,Diabetes and kidney diseases,2017,1047.92312455,0.0010564366
278507,Prevalence,Both,1 to 4,Diabetes and kidney diseases,2017,2028.11775385,0.0010513683
278511,Prevalence,Male,5 to 9,Diabetes and kidney diseases,2017,4179.71200086,0.0025635544
278512,Prevalence,Female,5 to 9,Diabetes and kidney diseases,2017,4124.93198045,0.00253354
278513,Prevalence,Both,5 to 9,Diabetes and kidney diseases,2017,8304.64398131,0.0025480412
278517,Prevalence,Male,10 to 14,Diabetes and kidney diseases,2017,8996.05424941,0.0052080558
278518,Prevalence,Female,10 to 14,Diabetes and kidney diseases,2017,9521.70164651,0.0055094553
278519,Prevalence,Both,10 to 14,Diabetes and kidney diseases,2017,18517.7558959,0.0053583787
278523,Prevalence,Male,15 to 19,Diabetes and kidney diseases,2017,27266.4931029,0.0146616304
278524,Prevalence,Female,15 to 19,Diabetes and kidney diseases,2017,27838.6980669,0.0149621875
278525,Prevalence,Both,15 to 19,Diabetes and kidney diseases,2017,55105.1911698,0.0148115546
278529,Prevalence,Male,20 to 24,Diabetes and kidney diseases,2017,66559.5753035,0.0376716286
278530,Prevalence,Female,20 to 24,Diabetes and kidney diseases,2017,70331.3325335,0.0389258075
278531,Prevalence,Both,20 to 24,Diabetes and kidney diseases,2017,136890.907837,0.0383046788
278535,Prevalence,Male,25 to 29,Diabetes and kidney diseases,2017,99901.3594831,0.0549042015
278536,Prevalence,Female,25 to 29,Diabetes and kidney diseases,2017,111560.728025,0.0584680432
278537,Prevalence,Both,25 to 29,Diabetes and kidney diseases,2017,211462.087508,0.0567277865
278541,Prevalence,Male,30 to 34,Diabetes and kidney diseases,2017,126833.544215,0.0667365773
278542,Prevalence,Female,30 to 34,Diabetes and kidney diseases,2017,145839.44787,0.0723924436
278543,Prevalence,Both,30 to 34,Diabetes and kidney diseases,2017,272672.992085,0.0696462913
278547,Prevalence,Male,35 to 39,Diabetes and kidney diseases,2017,152122.251615,0.0775225184
278548,Prevalence,Female,35 to 39,Diabetes and kidney diseases,2017,165722.565773,0.0807504735
278549,Prevalence,Both,35 to 39,Diabetes and kidney diseases,2017,317844.817389,0.079172053
278553,Prevalence,Male,40 to 44,Diabetes and kidney diseases,2017,182477.659632,0.0885595532
278554,Prevalence,Female,40 to 44,Diabetes and kidney diseases,2017,186298.565435,0.0879519675
278555,Prevalence,Both,40 to 44,Diabetes and kidney diseases,2017,368776.225067,0.0882512357
278559,Prevalence,Male,45 to 49,Diabetes and kidney diseases,2017,230641.863159,0.1070500936
278560,Prevalence,Female,45 to 49,Diabetes and kidney diseases,2017,225604.115758,0.1015063867
278561,Prevalence,Both,45 to 49,Diabetes and kidney diseases,2017,456245.978916,0.1042350738
278565,Prevalence,Male,50 to 54,Diabetes and kidney diseases,2017,294438.35869,0.138449063
278566,Prevalence,Female,50 to 54,Diabetes and kidney diseases,2017,277638.457632,0.1253802789
278567,Prevalence,Both,50 to 54,Diabetes and kidney diseases,2017,572076.816322,0.1317826402
278571,Prevalence,Male,55 to 59,Diabetes and kidney diseases,2017,374726.496535,0.1862784573
278572,Prevalence,Female,55 to 59,Diabetes and kidney diseases,2017,349283.738043,0.1640044742
278573,Prevalence,Both,55 to 59,Diabetes and kidney diseases,2017,724010.234578,0.1748239409
278577,Prevalence,Male,60 to 64,Diabetes and kidney diseases,2017,463068.849293,0.2447984011
