Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory failure,J96,All ages,118,
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,All ages,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,18,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,13,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,10,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,85+,20,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,57,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,11,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,85+,10,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,33,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrest,I46,All ages,35,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,17,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,75-84,11,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Heart failure,I50,All ages,26,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,17,
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,26,
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,65-74,10,
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,75-84,10,
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Sepsis,Sepsis,A40-A41,All ages,41,
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,14,
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,55-64,11,
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,65-74,16,
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,75-84,12,
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,85+,11,
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Diabetes,Diabetes,E10-E14,All ages,57,
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Obesity,Obesity,E65-E68,All ages,26,
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,85+,12,
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Alzheimer disease,Alzheimer disease,G30,All ages,17,
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,16,
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,21,
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,40,
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,75-84,10,
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,Renal failure,Renal failure,N17-N19,All ages,33,
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,10,
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,24,
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,14,
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,38,
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,39,
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,59,
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,59,
08/23/2020,02/01/2020,08/22/2020,UT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,Counts less than 10 suppressed.
